Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000124114839544887,-0.0113416494897692,0.43472756676415,0,0,0,0.221525162199479,0.000101897481547252,6.91625543311987E-08,-5.14067994290822E-08,0.00017338271994926,8.04509493570834E-06,0.000158922224778329,0,0,0,0,0,0,package://ros19/meshes/base_link.STL,0.886274509803922,0.776470588235294,0.67843137254902,1,0,0,0,0,0,0,package://ros19/meshes/base_link.STL,,body_link-1/BADAN V4 (MX28)-1;body_link-1/XL-320-6;body_link-1/XL-320-2;body_link-1/Scaled Head Servo V2-1;body_link-1/FR-4-2;body_link-1/FR-2-1;body_link-1/XL-320-1;body_link-1/FR-2-2;body_link-1/XL-320-3;body_link-1/FR-4-1;body_link-1/XL-320-4;body_link-1/MX-28-8,global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
waist_link,0.0402135117595246,-0.0022735547509958,0.0289825682297939,0,0,0,0.253025215067274,0.000207131359721091,1.33833804573386E-10,-1.37231708481394E-07,6.88385602261252E-05,-1.27099608046947E-07,0.000198692839118258,0,0,0,0,0,0,package://ros19/meshes/waist_link.STL,0.996078431372549,0.870588235294118,0.76078431372549,1,0,0,0,0,0,0,package://ros19/meshes/waist_link.STL,,waist_link-1/FS-1-1;waist_link-1/4S_1900_80C-1;waist_link-1/HN07-N101 Edited-7,1,Axis1,waist_joint_1,revolute,3.0614E-05,0.016897,0.37241,1.5708,1.5708,0,base_link,0,0.00097878,-1,3,3,-0.2618,0.55850536,,,,,,,,
hip_link,0.0110096301285472,-1.07762347962004E-05,-0.0226635098061164,0,0,0,0.138823597375586,2.38836273995558E-05,1.41623475234826E-08,-1.82744993681484E-07,3.83538977071312E-05,1.80110311578468E-10,3.15172006085393E-05,0,0,0,0,0,0,package://ros19/meshes/hip_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros19/meshes/hip_link.STL,,hip_link-1/MX-28-6;hip_link-1/FR07-S101-L-6;hip_link-1/FR07-S101-L-5;hip_link-1/MX-28-7;hip_link-1/FR07-S101-L-3;hip_link-1/FR07-S101-L-1;hip_link-1/THRUST_WASHER-6;hip_link-1/THRUST_WASHER-5;hip_link-1/MX-28-5,2.1,Axis2,hip_joint_2,revolute,0.05515,-1.4533E-05,0.01485,1.5713,-1.5708,-1.5713,waist_link,0,0,-1,3,3,-0.261799388,0.5236,,,,,,,,
hip_right_link,-0.00422614947955779,1.30363239334019E-05,0.0101024474395421,0,0,0,0.00819925239367431,1.32821149148133E-06,-2.10863539391946E-14,-1.29538092731498E-11,4.79909587455137E-06,3.9175181184427E-12,4.48167530300692E-06,0,0,0,0,0,0,package://ros19/meshes/hip_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros19/meshes/hip_right_link.STL,,hip_right_link-1/FR-XM5-01-1;hip_right_link-1/HN07-N101 Edited-1;hip_right_link-1/HN05-i101-1,4,Axis4,hip_right_joint_4,revolute,4.469E-05,0.045659,-0.0452,3.1416,0,-0.00097878,hip_link,0,0,1,3,3,-0.41887902,0.34906585,,,,,,,,
hip2_right_link,-0.0152802051528608,0.00030044324846687,-0.00231147744393134,0,0,0,0.190491121315995,4.96584513485555E-05,-1.6190660966824E-07,1.96075652820574E-07,7.60017328225244E-05,4.25333788432708E-09,8.0350391717973E-05,0,0,0,0,0,0,package://ros19/meshes/hip2_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros19/meshes/hip2_right_link.STL,,hip2_right_link-1/XM540-W270-1;hip2_right_link-1/FR-XM5-03-1;hip2_right_link-1/XM540-W270-2;hip2_right_link-1/FR13-S101-1;hip2_right_link-1/FR05-F101-4;hip2_right_link-1/MF128ZZ-10;hip2_right_link-1/CAP-9,8,Axis8,hip2_right_joint_8,revolute,0.025902,1.4356E-05,0.0319,0.00097878,1.5708,0,hip_right_link,0,0.00097878,1,10,3,-0.70686,1.4312,,,,,,,,
knee_right_link,0.0913090349122435,2.80103607658844E-05,-0.0296791212758651,0,0,0,0.0990788181729648,2.89113990326741E-05,-7.60262641748523E-09,-1.06282733195237E-06,4.93830312858525E-05,-2.31023931628749E-09,3.6564094559343E-05,0,0,0,0,0,0,package://ros19/meshes/knee_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros19/meshes/knee_right_link.STL,,knee_right_link-1/FR-XM5-02-1;knee_right_link-1/FR05-S101-3;knee_right_link-1/MX-106-5;knee_right_link-1/HN05-i101-4;knee_right_link-1/MF128ZZ-4;knee_right_link-1/CAP-4,6,Axis6,knee_right_joint_6,revolute,0,0.029774,-0.026449,1.5718,0,3.1416,hip2_right_link,0,0,-1,10,3,-1.1694,0.29671,,,,,,,,
knee2_right_link,0.00804899987914631,-0.0336820805195894,0.060083133507514,0,0,0,0.0193582268613659,3.00376034908173E-05,-4.16144017849548E-06,-4.57182724558058E-20,1.54337706515249E-05,-1.53732784153546E-19,2.14370365193727E-05,0,0,0,0,0,0,package://ros19/meshes/knee2_right_link.STL,0.666666666666667,0.698039215686274,0.768627450980392,1,0,0,0,0,0,0,package://ros19/meshes/knee2_right_link.STL,,knee2_right_link.SLDASM-1,10,Axis10,knee2_right_joint_10,revolute,0.11283,-0.00128,0.030619,3.1416,0,-1.5708,knee_right_link,0,0,-1,10,3,-0.113446401,1.500983155,,,,,,,,
angkle_right_link,-0.00378323508730809,0.0163203907687402,-0.0331964377564581,0,0,0,0.237978786468489,0.000171283046245281,1.07371172497559E-06,-1.06118699691654E-06,0.000105820220556833,-8.74301024240619E-14,0.000168335248057341,0,0,0,0,0,0,package://ros19/meshes/angkle_right_link.STL,0.109803921568627,0.109803921568627,0.109803921568627,1,0,0,0,0,0,0,package://ros19/meshes/angkle_right_link.STL,,angkle_right_link-1/MX-106-7;angkle_right_link-1/FR05-S101-4;angkle_right_link-1/FR05-F101-2;angkle_right_link-1/HN05-i101-6;angkle_right_link-1/MF128ZZ-5;angkle_right_link-1/CAP-5;angkle_right_link-1/MX-106-8;angkle_right_link-1/MF128ZZ-6;angkle_right_link-1/CAP-6;angkle_right_link-1/HN05-i101-7;foot_right-1/SF106-0 V2-2,12,Axis12,angkle_right_joint_12,revolute,-0.00128,-0.095,0.029519,3.1416,0,-1.5708,knee2_right_link,0,0,1,10,3,-0.36652,1.85,,,,,,,,
foot_right_link,0.0292638669779862,-0.00786355244260536,0.0229100151239958,0,0,0,0.0728910331402481,0.000132875190059042,-1.59693308576653E-08,5.14433455688824E-11,0.000102630010024422,-3.53762655558411E-14,3.33197131957308E-05,0,0,0,0,0,0,package://ros19/meshes/foot_right_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://ros19/meshes/foot_right_link.STL,,foot_right-1/SF106-0 V2-2;foot_right-1/FR08-H101-S V1-2,14,Axis14,foot_right_14,revolute,0,0.0188,-0.0308,1.5708,-0.00052794,0,angkle_right_link,0,0,1,10,3,-0.872664625,1.7453,,,,,,,,
hip_left_link,-0.0042261600607178,3.63926847047474E-06,0.0101024507687435,0,0,0,0.00819925239367436,1.32821470046737E-06,-3.33735824871334E-09,-1.47194999861194E-11,4.79909257297123E-06,1.71482639026277E-10,4.48167539560131E-06,0,0,0,0,0,0,package://ros19/meshes/hip_left_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros19/meshes/hip_left_link.STL,,hip_left_link-1/FR-XM5-01-1;hip_left_link-1/HN05-i101-1;hip_left_link-1/HN07-N101 Edited-1,3,Axis3,hip_left_joint_3,revolute,-4.469E-05,-0.045659,-0.0452,3.1411,0,-1.7254E-05,hip_link,0,-0.00052794,1,3,3,-0.130899694,0.76794,,,,,,,,
