Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00012411,-0.011342,0.43473,0,0,0,0.22153,0.0001019,6.9163E-08,-5.1407E-08,0.00017338,8.0451E-06,0.00015892,0,0,0,0,0,0,package://ros18/meshes/base_link.STL,0.88627,0.77647,0.67843,1,0,0,0,0,0,0,package://ros18/meshes/base_link.STL,,body_link-1/BADAN V4 (MX28)-1;body_link-1/XL-320-6;body_link-1/XL-320-2;body_link-1/Scaled Head Servo V2-1;body_link-1/FR-4-2;body_link-1/FR-2-1;body_link-1/XL-320-1;body_link-1/FR-2-2;body_link-1/XL-320-3;body_link-1/FR-4-1;body_link-1/XL-320-4;body_link-1/MX-28-8,global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
waist_link,0.0402135117595246,-0.00227355475099582,0.0289825682297939,0,0,0,0.253025215067274,0.000207131359721091,1.33833804574094E-10,-1.37231708481392E-07,6.88385602261252E-05,-1.27099608046946E-07,0.000198692839118258,0,0,0,0,0,0,package://ros18/meshes/waist_link.STL,0.996078431372549,0.870588235294118,0.76078431372549,1,0,0,0,0,0,0,package://ros18/meshes/waist_link.STL,,waist_link-1/FS-1-1;waist_link-1/4S_1900_80C-1;waist_link-1/HN07-N101 Edited-7,1,Axis1,waist_joint_1,revolute,3.0614E-05,0.016897,0.37241,1.5708,1.5708,0,base_link,0,0.00097878,-1,3,3,-1.308996938,0.55851,,,,,,,,
hip_link,0.0110096301285472,1.07762347962004E-05,0.0226635098061163,0,0,0,0.138823597375586,2.38836273995558E-05,-1.41623475234827E-08,1.82744993681484E-07,3.83538977071312E-05,1.80110311578197E-10,3.15172006085393E-05,0,0,0,0,0,0,package://ros18/meshes/hip_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros18/meshes/hip_link.STL,,hip_link-1/MX-28-6;hip_link-1/FR07-S101-L-6;hip_link-1/FR07-S101-L-5;hip_link-1/MX-28-7;hip_link-1/FR07-S101-L-3;hip_link-1/FR07-S101-L-1;hip_link-1/THRUST_WASHER-6;hip_link-1/THRUST_WASHER-5;hip_link-1/MX-28-5,2.1,Axis2,hip_joint_2,revolute,0.05515,-1.4533E-05,0.01485,-1.5703,-1.5708,-1.5713,waist_link,0,0,1,3,3,-1.308996938,0.5236,,,,,,,,
hip_right_link,-0.00422614947955779,1.30363239334019E-05,0.0101024474395421,0,0,0,0.00819925239367431,1.32821149148133E-06,-2.10863542164035E-14,-1.29538092740862E-11,4.79909587455136E-06,3.91751811825621E-12,4.48167530300692E-06,0,0,0,0,0,0,package://ros18/meshes/hip_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros18/meshes/hip_right_link.STL,,hip_right_link-1/FR-XM5-01-1;hip_right_link-1/HN07-N101 Edited-1;hip_right_link-1/HN05-i101-1,4,Axis4,hip_right_joint_4,revolute,4.469E-05,-0.045659,0.0452,0,0,0.00097878,hip_link,0,0,1,3,3,-1.151917305,0.34907,,,,,,,,
hip2_right_link,-0.0152802051528607,0.000300443248466842,-0.0023114774439314,0,0,0,0.190491121315995,4.96584513485555E-05,-1.61906609668238E-07,1.96075652820577E-07,7.60017328225244E-05,4.25333788432787E-09,8.03503917179731E-05,0,0,0,0,0,0,package://ros18/meshes/hip2_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros18/meshes/hip2_right_link.STL,,hip2_right_link-1/XM540-W270-1;hip2_right_link-1/FR-XM5-03-1;hip2_right_link-1/XM540-W270-2;hip2_right_link-1/FR13-S101-1;hip2_right_link-1/FR05-F101-4;hip2_right_link-1/MF128ZZ-10;hip2_right_link-1/CAP-9,8,Axis8,hip2_right_joint_8,revolute,0.025902,1.4356E-05,0.0319,0.00097878,1.5708,0,hip_right_link,0,0.00097878,1,10,3,-0.86394,1.4312,,,,,,,,
knee_right_link,-0.0913090349122436,2.80103607659399E-05,0.0296791212758651,0,0,0,0.0990788181729648,2.89113990326741E-05,7.60262641748883E-09,-1.06282733195236E-06,4.93830312858525E-05,2.31023931628491E-09,3.6564094559343E-05,0,0,0,0,0,0,package://ros18/meshes/knee_right_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ros18/meshes/knee_right_link.STL,,knee_right_link-1/FR-XM5-02-1;knee_right_link-1/FR05-S101-3;knee_right_link-1/MX-106-5;knee_right_link-1/HN05-i101-4;knee_right_link-1/MF128ZZ-4;knee_right_link-1/CAP-4,6.1,Axis6,knee_right_joint_6,revolute,0,0.029774,-0.026449,1.5698,0,0,hip2_right_link,0,0,1,10,3,-0.40143,0.29671,,,,,,,,
knee2_right_link,0.00804899987914626,-0.0336820805195894,0.0600831335075141,0,0,0,0.0193582268613659,3.00376034908173E-05,-4.16144017849549E-06,-4.46081960737597E-20,1.54337706515249E-05,-1.37972098057233E-19,2.14370365193726E-05,0,0,0,0,0,0,package://ros18/meshes/knee2_right_link.STL,0.666666666666667,0.698039215686274,0.768627450980392,1,0,0,0,0,0,0,package://ros18/meshes/knee2_right_link.STL,,knee2_right_link.SLDASM-1,10,Axis10,knee2_right_joint_10,revolute,-0.11283,-0.00128,-0.030619,0,0,-1.5708,knee_right_link,0,0,-1,10,3,-1.457349924,1.501,,,,,,,,
angkle_right_link,-0.00378323508730809,-0.0163203907687403,0.0331964377564581,0,0,0,0.237978786468489,0.000171283046245281,-1.07371172497559E-06,1.06118699691654E-06,0.000105820220556833,-8.743011105321E-14,0.000168335248057341,0,0,0,0,0,0,package://ros18/meshes/angkle_right_link.STL,0.109803921568627,0.109803921568627,0.109803921568627,1,0,0,0,0,0,0,package://ros18/meshes/angkle_right_link.STL,,angkle_right_link-1/MX-106-7;angkle_right_link-1/FR05-S101-4;angkle_right_link-1/FR05-F101-2;angkle_right_link-1/HN05-i101-6;angkle_right_link-1/MF128ZZ-5;angkle_right_link-1/CAP-5;angkle_right_link-1/MX-106-8;angkle_right_link-1/MF128ZZ-6;angkle_right_link-1/CAP-6;angkle_right_link-1/HN05-i101-7;foot_right-1/SF106-0 V2-2,12.1,Axis12,angkle_right_joint_12,revolute,-0.00128,-0.095,0.029519,0,0,-1.5708,knee2_right_link,0,0,-1,10,3,-1.204277183,1.85,,,,,,,,
foot_right_link,0.0292638788164741,0.00786355244260534,-0.0229100000022202,0,0,0,0.0728910331402475,0.000132875190059068,1.59693308576193E-08,8.22982080440761E-16,0.000102630010024421,-2.71240058636954E-14,3.33197131957042E-05,0,0,0,0,0,0,package://ros18/meshes/foot_right_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://ros18/meshes/foot_right_link.STL,,foot_right-1/SF106-0 V2-2;foot_right-1/FR08-H101-S V1-2,14.1,Axis14,foot_right_14,revolute,0,-0.0188,0.0308,1.5708,0.00052794,0,angkle_right_link,0,0,-1,10,3,-0.6981317,1.7453,,,,,,,,
hip_left_link,-0.0042262,3.6393E-06,0.010102,0,0,0,0.0081993,1.3282E-06,-3.3374E-09,-1.4719E-11,4.7991E-06,1.7148E-10,4.4817E-06,0,0,0,0,0,0,package://ros18/meshes/hip_left_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://ros18/meshes/hip_left_link.STL,,hip_left_link-1/FR-XM5-01-1;hip_left_link-1/HN05-i101-1;hip_left_link-1/HN07-N101 Edited-1,3,Axis3,hip_left_joint_3,revolute,-4.469E-05,0.045659,0.0452,-0.00052794,0,1.7254E-05,hip_link,0,-0.00052794,1,3,3,-1.439896631,0.76794,,,,,,,,
